"ISIC4Code","ISIC4Part","NAICS2012Code","NAICS2012Part","Detail"
"4659",-1,"423410",-1,"motion picture and theater projection equipment, commercial video equipment, and television cameras"
"4659",-1,"423420",0,
"4659",-1,"423440",0,
"4659",-1,"423450",-1,"except household medical instruments and orthopedic devices"
"4659",-1,"423490",0,
"4659",-1,"423610",-1,"except lighting equipment, light bulbs, and security systems"
"4659",-1,"423690",-1,"sonar and radar equipment"
"4659",-1,"423720",-1,"power boilers"
"4659",-1,"423740",0,
"4659",-1,"423810",0,
"4659",-1,"423830",-1,"except chainsaws, ladders, and welding supplies and consumables"
"4659",-1,"423840",-1,"except printing inks"
"4659",-1,"423850",-1,"except janitorial supplies"
"4659",-1,"423860",0,
"4659",-1,"423990",-1,"coin-operated games and amusement devices"
"4661",-1,"423520",-1,"except metal ores"
"4661",-1,"423990",-1,"firewood"
"4661",-1,"424710",0,
"4661",-1,"424720",0,
"4661",-1,"424990",-1,"charcoal"
"4662",-1,"423510",0,
"4662",-1,"423520",-1,"metal ores"
"4663",-1,"423120",-1,"mechanics' hand tools"
"4663",-1,"423220",-1,"floor coverings"
"4663",-1,"423310",-1,"except kitchen cabinets"
"4663",-1,"423320",0,
"4663",-1,"423330",0,
"4663",-1,"423390",0,
"4663",-1,"423710",0,
"4663",-1,"423720",-1,"water heaters and other plumbing and heating equipment and supplies; except power boilers"
"4663",-1,"423730",-1,"except automotive air-conditioners"
"4663",-1,"423830",-1,"chainsaws, ladders, and welding supplies and consumables"
"4663",-1,"423910",-1,"hot tubs"
"4663",-1,"423990",-1,"ties, poles, wood chips and shavings"
"4663",-1,"424690",-1,"turpentine"
"4663",-1,"424950",-1,"except pigments for paint"
"4669",-1,"423840",-1,"printing inks"
"4669",-1,"423930",0,
"4669",-1,"423940",-1,"precious stones"
"4669",-1,"424110",0,
"4669",-1,"424130",-1,"except disposable cups, dishes, flatware, etc."
"4669",-1,"424490",-1,"flavoring extracts"
"4669",-1,"424610",0,
"4669",-1,"424690",-1,"except cleaning and polishing preparations and turpentine"
"4669",-1,"424910",-1,"fertilizers, pesticides, agricultural chemicals"
"4669",-1,"424950",-1,"pigments for paint"
"4669",-1,"424990",-1,"crude rubber, plastics foam, inedible animal and vegetable oils, plant food, etc.; sawdust and wood pulp"
"4690",-1,"423990",-1,"except ties, poles, wood chips, firewood, coin-operated games, prerecorded audio and video tapes, luggage, and musical instruments"
"4690",-1,"424990",-1,"general merchandise, nondurable"
"4711",-1,"445110",0,
"4711",-1,"445120",0,
"4711",-1,"447110",-1,"gas stations with convenience stores, primarily selling food or beverages"
"4711",-1,"452910",-1,"except warehouse clubs and superstores with lines other than grocery or beverage predominant"
"4719",-1,"452111",0,
"4719",-1,"452112",0,
"4719",-1,"452910",-1,"warehouse clubs and superstores with lines other than grocery or beverage predominant"
"4719",-1,"452990",-1,"except auto and home stores"
"4721",-1,"445210",0,
"4721",-1,"445220",0,
"4721",-1,"445230",-1,"except fruit and vegetable stands"
"4721",-1,"445291",0,
"4721",-1,"445292",0,
"4721",-1,"445299",-1,"except bottled water and soft drink stores"
"4721",-1,"446191",0,
"4722",-1,"445299",-1,"bottled water and bottled soft drink stores"
"4722",-1,"445310",0,
"4723",0,"453991",0,
"4730",-1,"447110",-1,"except gas stations with convenience stores primarily selling goods other than fuels"
"4730",-1,"447190",0,
"4741",0,"443142",-1,"telephone stores"
"4742",-1,"441310",-1,"auto audio equipment stores (car stereo stores)"
"4742",-1,"443142",-1,"except telephone stores, prerecorded tape, compact disc, and record stores, camera and photographic supplies stores, and consumer electronics stores with primary repair receipts"
"4751",0,"451130",0,
"4752",-1,"444110",0,
"4752",-1,"444120",-1,"except wallpaper stores"
"4752",-1,"444130",0,
"4752",-1,"444190",-1,"except lighting fixture stores"
"4752",-1,"444210",-1,"except outdoor equipment stores with primary repair receipts"
"4752",-1,"453998",-1,"sauna and hot tub stores"
"4753",-1,"442210",0,
"4753",-1,"442291",-1,"except blind and shade stores with primary repair receipts"
"4753",-1,"444120",-1,"wallpaper stores"
"4759",-1,"442110",0,
"4759",-1,"442299",-1,"except custom picture framing shops"
"4759",-1,"443141",-1,"except retail stores for appliances with primary repair receipts"
"4759",-1,"444190",-1,"lighting fixture stores"
"4759",-1,"451140",-1,"except musical instrument stores with primary repair receipts"
"4759",-1,"453998",-1,"home security equipment stores and candle stores"
"4761",-1,"451211",0,
"4761",-1,"451212",0,
"4761",-1,"453210",0,
"4762",0,"443142",-1,"prerecorded tape, compact disc, and record stores"
"4763",-1,"441222",-1,"except boat dealers with primary repair receipts"
"4763",-1,"451110",-1,"except sporting goods stores with primary repair receipts"
"4764",0,"451120",0,
"4771",-1,"448110",0,
"4771",-1,"448120",0,
"4771",-1,"448130",0,
"4771",-1,"448140",0,
"4771",-1,"448150",-1,"except wig and hairpiece stores"
"4771",-1,"448190",0,
"4771",-1,"448210",0,
"4771",-1,"448320",-1,"except luggage and leather goods stores with primary repair receipts"
"4772",-1,"446110",0,
"4772",-1,"446120",0,
"4772",-1,"446199",0,
"4773",-1,"441228",-1,"retail aircraft dealers"
"4773",-1,"442299",-1,"custom picture framing shops"
"4773",-1,"443142",-1,"camera and photographic supplies stores, except camera stores with primary repair receipts"
"4773",-1,"444220",0,
"4773",-1,"446130",0,
"4773",-1,"448150",-1,"wig and hairpiece stores"
"4773",-1,"448310",-1,"except jewelry stores with primary repair receipts"
"4773",-1,"453110",0,
"4773",-1,"453220",0,
"4773",-1,"453910",0,
"4773",-1,"453920",0,
"4773",-1,"453930",0,
"4773",-1,"453998",-1,"except sauna and hot tub stores, candle stores, home security stores, and general merchandise auction houses"
"4774",-1,"453310",0,
"4774",-1,"453998",-1,"general merchandise auction houses"
"4781",-1,"445230",-1,"fruit and vegetable stands (market type)"
"4781",-1,"454390",-1,"temporary food, beverage, and tobacco stands"
"4782",0,"454390",-1,"temporary apparel stands"
"4789",0,"454390",-1,"temporary stands (except newsstands), seasonal stands, such as temporary fruit stands and Christmas tree stands, etc., flea market stands, bazaars, street vendors"
"4791",-1,"454111",0,
"4791",-1,"454112",0,
"4791",-1,"454113",0,
"4799",-1,"454210",0,
"4799",-1,"454310",0,
"4799",-1,"454390",-1,"except temporary stands for food, beverage, tobacco, apparel, street vendors, and flea market stands"
"4911",-1,"482111",-1,"interurban passenger rail transportation"
"4911",-1,"487110",-1,"operation of scenic and sightseeing railroads"
"4912",-1,"482111",-1,"except interurban passenger rail transportation"
"4912",-1,"482112",0,
"4921",-1,"485111",0,
"4921",-1,"485112",0,
"4921",-1,"485113",0,
"4921",-1,"485119",0,
"4922",-1,"485210",0,
"4922",-1,"485310",0,
"4922",-1,"485320",0,
"4922",-1,"485410",0,
"4922",-1,"485510",0,
"4922",-1,"485991",0,
"4922",-1,"485999",0,
"4922",-1,"487110",-1,"except operation of scenic and sightseeing railroads"
"4922",-1,"487990",-1,"except air sightseeing transport (helicopter, hot air balloon, etc.)"
"4922",-1,"713920",-1,"ski lift operators"
"4923",-1,"484110",0,
"4923",-1,"484121",0,
"4923",-1,"484122",0,
"4923",-1,"484210",0,
"4923",-1,"484220",0,
"4923",-1,"484230",0,
"4930",-1,"221310",-1,"water pipelines (long distance)"
"4930",-1,"486110",0,
"4930",-1,"486210",0,
"4930",-1,"486910",0,
"4930",-1,"486990",0,
"5011",-1,"483112",0,
"5011",-1,"483114",0,
"5011",-1,"487210",-1,"except inland sightseeing by water and inland charter fishing boats"
"5012",-1,"483111",0,
"5012",-1,"483113",0,
"5021",-1,"483212",0,
"5021",-1,"487210",-1,"inland water sightseeing transportation and inland charter fishing boats"
"5022",0,"483211",0,
"5110",-1,"481111",0,
"5110",-1,"481211",0,
"5110",-1,"481219",0,
"5110",-1,"487990",-1,"sightseeing air transportation (helicopter, hot air balloon, etc.), nonscheduled sightseeing transportation"
"5120",-1,"481112",0,
"5120",-1,"481212",0,
"5120",-1,"927110",-1,"transportation of freight using government space vehicles and systems"
"5210",-1,"493110",0,
"5210",-1,"493120",0,
"5210",-1,"493130",0,
"5210",-1,"493190",0,
"5221",-1,"488210",-1,"except locomotive and railroad car repair, contract loading and unloading of rail cars, and freight car cleaning services"
"5221",-1,"488410",0,
"5221",-1,"488490",-1,"except loading and unloading trucks, road cargo surveyors, street sweeping and snow removal"
"5221",-1,"488999",-1,"except liquefaction of natural gas at the mine site, nongovernment space flight centers, and arrangement of van or car pools"
"5221",-1,"812930",-1,"except valet parking services"
"5222",-1,"488310",0,
"5222",-1,"488330",0,
"5222",-1,"488390",-1,"vessel supply services"
"5223",-1,"488111",0,
"5223",-1,"488119",-1,"except contract baggage handling and sweeping runways"
"5223",-1,"488190",-1,"other services, such as aircraft testing services"
"5223",-1,"488999",-1,"nongovernment space flight operations centers not providing space transportation"
"5224",-1,"488119",-1,"baggage or cargo handling on a contract basis at airports"
"5224",-1,"488210",-1,"loading and unloading rail cars, contract basis at rail yards"
"5224",-1,"488320",-1,"except ship hold cleaning services"
"5224",-1,"488490",-1,"loading and unloading trucks at terminals"
"5229",-1,"488390",-1,"except vessel supply services, floating dry dock repair and maintenance services, and ship breaking or dismantling on a floating dry dock"
"5229",-1,"488490",-1,"cargo surveyors-truck transportation"
"5229",-1,"488510",0,
"5229",-1,"488991",0,
"5229",-1,"488999",-1,"arrangement of car pools and van pools"
"5310",0,"491110",0,
"5320",-1,"492110",0,
"5320",-1,"492210",0,
"5510",-1,"721110",-1,"except separate operation of sleeping car services"
"5510",-1,"721120",-1,"casino hotels (hotel as plurality of revenue)"
"5510",-1,"721191",0,
"5510",-1,"721199",0,
"5520",-1,"721211",0,
"5520",-1,"721214",0,
"5590",-1,"721110",-1,"separate operation of sleeping car services"
"5590",-1,"721310",0,
"5610",-1,"722330",-1,"except mobile beverage bars and carts"
"5610",-1,"722511",0,
"5610",-1,"722513",0,
"5610",-1,"722514",0,
"5610",-1,"722515",-1,"except nonalcoholic beverage bars"
"5621",0,"722320",0,
"5629",0,"722310",0,
"5630",-1,"722330",-1,"mobile beverage bars and carts"
"5630",-1,"722410",0,
"5630",-1,"722515",-1,"nonalcoholic beverage bars"
"5811",-1,"511130",0,
"5811",-1,"511199",-1,"yearbook publishing"
"5811",-1,"519130",-1,"Internet only book publishing"
"5812",-1,"511140",0,
"5812",-1,"519130",-1,"on-line directory, collection, and mailing list publishing"
"5813",-1,"511110",0,
"5813",-1,"511120",0,
"5813",-1,"519130",-1,"Internet only newspaper, journal and periodical publishing"
"5819",-1,"511191",0,
"5819",-1,"511199",-1,"except yearbook publishing"
"5819",-1,"519130",-1,"other publishing exclusively on the Internet"
"5820",-1,"511210",0,
"5820",-1,"519130",-1,"Internet software publishing without traditional publishing"
"5911",0,"512110",0,
"5912",-1,"512191",0,
"5912",-1,"512199",-1,"except motion picture booking agencies"
"5913",-1,"512120",0,
"5913",-1,"512199",-1,"motion picture booking agencies"
"5914",-1,"512131",0,
"5914",-1,"512132",0,
"5920",-1,"512210",0,
"5920",-1,"512220",0,
"5920",-1,"512230",0,
"5920",-1,"512240",0,
"5920",-1,"512290",0,
"5920",-1,"519130",-1,"Internet music publishing without traditional music publishing"
"6010",-1,"515111",-1,"except transmission only"
"6010",-1,"515112",-1,"except transmission only"
"6010",-1,"519130",-1,"Internet radio broadcasting"
"6020",-1,"515120",-1,"except transmission only"
"6020",-1,"515210",-1,"except transmission only"
"6020",-1,"519130",-1,"Internet television broadcasting"
"6110",0,"517110",-1,"except direct-to-home satellite television service"
"6120",-1,"515111",-1,"transmission only"
"6120",-1,"515112",-1,"transmission only"
"6120",-1,"515120",-1,"transmission only"
"6120",-1,"515210",-1,"transmission only"
"6120",-1,"517210",0,
"6130",-1,"517110",-1,"direct-to-home satellite television service"
"6130",-1,"517410",-1,"except satellite telecommunications resellers"
"6190",-1,"517410",-1,"satellite telecommunications resellers"
"6190",-1,"517911",0,
"6190",-1,"517919",0,
"6190",-1,"812990",-1,"pay telephone concession operators"
"6201",0,"541511",0,
"6202",-1,"541512",0,
"6202",-1,"541513",0,
"6209",0,"541519",0,
"6311",0,"518210",-1,"except microfilming services"
"6312",0,"519130",-1,"web search portals"
"6391",0,"519110",0,
"6399",0,"519190",-1,"except stock photo libraries and services"
"6411",-1,"521110",0,
"6411",-1,"522298",-1,"national office supervising credit unions (similar to oversight of banks by Central Bank)"
"6419",-1,"522110",0,
"6419",-1,"522120",0,
"6419",-1,"522130",0,
"6419",-1,"522190",0,
"6419",-1,"522390",0,
"6420",-1,"551111",0,
"6420",-1,"551112",0,
"6430",-1,"525120",0,
"6430",-1,"525190",0,
"6430",-1,"525910",0,
"6430",-1,"525920",0,
"6430",-1,"525990",0,
"6491",0,"522220",-1,"establishments providing a combination of sales financing and finance leasing (finance leasing primary)."
"6492",-1,"522210",0,
"6492",-1,"522220",-1,"except units providing a combination of sales financing and financial leasing with financial leasing primary"
"6492",-1,"522291",0,
"6492",-1,"522292",0,
"6492",-1,"522293",0,
"6492",-1,"522298",-1,"except credit union oversight and factoring accounts receivable"
"6499",-1,"522294",0,
"6499",-1,"522298",-1,"factoring accounts receivable"
"6499",-1,"523110",0,
"6499",-1,"523130",-1,"except foreign currency exchanges"
"6499",-1,"523910",-1,"except buying and selling real estate as a trading stock"
"6511",0,"524113",0,
"6512",-1,"524114",0,
"6512",-1,"524126",0,
"6512",-1,"524127",0,
"6512",-1,"524128",0,
"6520",0,"524130",0,
"6530",0,"525110",0,
"6611",0,"523210",0,
"6612",-1,"523120",0,
"6612",-1,"523130",-1,"foreign currency exchanges (selling currency to the public)"
"6612",-1,"523140",0,
"6612",-1,"523999",-1,"gas and oil lease brokers offices"
"6619",-1,"522310",0,
"6619",-1,"522320",0,
"6619",-1,"523930",0,
"6619",-1,"523991",0,
"6619",-1,"523999",-1,"except gas and oil lease brokers offices"
"6621",0,"524291",0,
"6622",0,"524210",0,
"6629",-1,"524292",0,
"6629",-1,"524298",0,
"6629",-1,"541612",-1,"actuarial consulting services"
"6630",0,"523920",0,
"6810",-1,"523910",-1,"buying and selling of real estate as a trading stock of the seller"
"6810",-1,"531110",0,
"6810",-1,"531120",0,
"6810",-1,"531130",0,
"6810",-1,"531190",0,
"6820",-1,"531210",0,
"6820",-1,"531311",0,
"6820",-1,"531312",0,
"6820",-1,"531320",0,
"6820",-1,"531390",0,
"6910",-1,"541110",0,
"6910",-1,"541120",0,"null set in US: legal activities carried out by notaries"
"6910",-1,"541191",0,
"6910",-1,"541199",0,
"6910",-1,"541990",-1,"arbitration and conciliation services not provided by lawyers or paralegals"
"6920",-1,"541211",0,
"6920",-1,"541213",0,
"6920",-1,"541214",0,
"6920",-1,"541219",0,
"7010",0,"551114",0,
"7020",-1,"541611",0,
"7020",-1,"541612",-1,"except actuarial consulting services"
"7020",-1,"541613",0,
"7020",-1,"541614",-1,"except freight rate auditors and consultants"
"7020",-1,"541820",0,
"7110",-1,"541310",0,
"7110",-1,"541320",0,
"7110",-1,"541330",0,
"7110",-1,"541340",0,
"7110",-1,"541350",0,
"7110",-1,"541360",0,
"7110",-1,"541370",0,
"7120",-1,"541380",0,
"7120",-1,"811198",-1,"automobile emissions inspection services and safety inspection services"
"7210",-1,"541711",0,
"7210",-1,"541712",0,
"7220",0,"541720",0,
"7310",-1,"541810",0,
"7310",-1,"541830",0,
"7310",-1,"541840",0,
"7310",-1,"541850",0,
"7310",-1,"541860",0,
"7310",-1,"541870",0,
"7310",-1,"541890",0,
"7320",0,"541910",0,
"7410",-1,"541410",0,
"7410",-1,"541420",0,
"7410",-1,"541430",0,
"7410",-1,"541490",0,
"7420",-1,"518210",-1,"microfilming services"
"7420",-1,"541921",0,
"7420",-1,"541922",0,
"7420",-1,"711510",-1,"independent photojournalists"
"7420",-1,"812921",0,
"7420",-1,"812922",0,
"7490",-1,"541614",-1,"freight rate auditors and consultants"
"7490",-1,"541618",0,
"7490",-1,"541620",0,
"7490",-1,"541690",0,
"7490",-1,"541930",0,
"7490",-1,"541990",-1,"except arbitration and conciliation services, handwriting analysis and consumer credit and debt counseling services"
"7490",-1,"711410",0,
"7500",-1,"115210",-1,"vaccinating livestock not performed by veterinarians"
"7500",-1,"541940",0,
"7710",-1,"532111",0,
"7710",-1,"532112",0,
"7710",-1,"532120",-1,"except rental and leasing of RVs"
"7721",0,"532292",-1,"except rental of motorcycles"
"7722",0,"532230",0,
"7729",-1,"532210",0,
"7729",-1,"532220",0,
"7729",-1,"532291",0,
"7729",-1,"532299",0,
"7729",-1,"532310",-1,"renting a range of commercial and household equipment including do-it-yourself equipment (primarily household)"
"7730",-1,"532120",-1,"rental and leasing of RVs"
"7730",-1,"532292",-1,"rental of motorcycles"
"7730",-1,"532310",-1,"except general rental centers primarily renting personal or household goods"
"7730",-1,"532411",0,
"7730",-1,"532412",0,
"7730",-1,"532420",0,
"7730",-1,"532490",0,
"7740",0,"533110",0,
"7810",-1,"561311",0,
"7810",-1,"561312",0,
"7820",0,"561320",0,
"7830",0,"561330",0,
"7911",0,"561510",0,
"7912",0,"561520",0,
"7990",-1,"561591",0,
"7990",-1,"561599",0,
"7990",-1,"713990",-1,"tourist guide services"
"7990",-1,"926110",-1,"tourism development and promotion"
"8010",-1,"561611",-1,"fingerprinting, polygraph services"
"8010",-1,"561612",0,
"8010",-1,"561613",0,
"8020",-1,"561621",0,
"8020",-1,"561622",0,
"8030",-1,"541990",-1,"handwriting analysis services and expert services"
"8030",-1,"561611",-1,"except fingerprinting and polygraph services"
"8110",0,"561210",-1,"except private contract operation of prisons"
"8121",0,"561720",-1,"except cleaning transport equipment and window cleaning services"
"8129",-1,"238220",-1,"boiler chipping, cleaning, and scaling"
"8129",-1,"488119",-1,"cleaning and sweeping airport runways"
"8129",-1,"488210",-1,"freight car cleaning services"
"8129",-1,"488320",-1,"ship hold cleaning services"
"8129",-1,"488490",-1,"street sweeping and snow removal on highways, bridges, roads, etc."
"8129",-1,"561710",0,
"8129",-1,"561720",-1,"cleaning of transport equipment, window cleaning services"
"8129",-1,"561790",-1,"except power washing and other exterior cleaning"
"8129",-1,"811310",-1,"cleaning industrial machinery"
"8130",0,"561730",0,
"8211",0,"561110",0,
"8219",-1,"323111",-1,"quick printing combined with photocopy services, photocopy primary"
"8219",-1,"561410",0,
"8219",-1,"561431",0,
"8219",-1,"561439",0,
"8220",-1,"561421",0,
"8220",-1,"561422",0,
"8230",0,"561920",0,
"8291",-1,"561440",-1,"except tax collection on a contract or fee basis"
"8291",-1,"561450",0,
"8292",-1,"325998",-1,"aerosol packaging"
"8292",-1,"561499",-1,"barcode attaching services (labeling services)"
"8292",-1,"561910",0,
"8299",-1,"561491",0,
"8299",-1,"561492",0,
"8299",-1,"561499",-1,"except barcode attaching services (labeling services)"
"8299",-1,"561990",-1,"except cloth cutting for the trade, motor vehicle license issuing on a contract or fee basis and commercial fire fighting services"
"8411",-1,"561440",-1,"tax collection on a contract or fee basis"
"8411",-1,"921110",0,
"8411",-1,"921120",0,
"8411",-1,"921130",0,
"8411",-1,"921140",0,
"8411",-1,"921150",-1,"except tribal courts and tribal police"
"8411",-1,"921190",0,
"8411",-1,"922190",-1,"justice statistics centers"
"8411",-1,"923110",-1,"education statistics centers"
"8411",-1,"923120",-1,"health statistics centers"
"8411",-1,"926110",-1,"general government statistics centers"
"8412",-1,"923110",-1,"except education statistics centers"
"8412",-1,"923120",-1,"except health statistics centers"
"8412",-1,"923130",-1,"administration of human resource programs"
"8412",-1,"923140",0,
"8412",-1,"924110",0,
"8412",-1,"924120",-1,"except agricultural conservation and stabilization program administration and fishery inspection and protection"
"8412",-1,"925110",0,
"8412",-1,"926110",-1,"administration of art and cultural programs"
"8413",-1,"561990",-1,"vehicle license issuing on a contract or fee basis"
"8413",-1,"924120",-1,"conservation and stabilization program administration"
"8413",-1,"925120",0,
"8413",-1,"926110",-1,"except tourism development, statistics centers, art and cultural programs, and foreign cultural activities"
"8413",-1,"926120",-1,"except coast guard activities"
"8413",-1,"926130",0,
"8413",-1,"926140",0,
"8413",-1,"926150",0,
"8413",-1,"927110",-1,"except space transportation of freight"
"8421",-1,"926110",-1,"foreign cultural activities"
"8421",-1,"928110",-1,"foreign military aid"
"8421",-1,"928120",-1,"except immigration and border police and extraterritorial bodies"
"8422",-1,"922190",-1,"civil defense activities"
"8422",-1,"928110",-1,"except foreign military aid, military police, and military courts"
"8423",-1,"561210",-1,"private contract operation of prisons"
"8423",-1,"561990",-1,"commercial fire fighting"
"8423",-1,"921150",-1,"tribal courts and tribal police"
"8423",-1,"922110",0,
"8423",-1,"922120",0,
"8423",-1,"922130",0,
"8423",-1,"922140",0,
"8423",-1,"922150",0,
"8423",-1,"922160",0,
"8423",-1,"922190",-1,"except civil defense activities and justice statistics centers"
"8423",-1,"924120",-1,"fishery inspection and protection"
"8423",-1,"926120",-1,"coast guard activities (except academy)"
"8423",-1,"928110",-1,"military police, coast guard, and similar"
"8423",-1,"928110",-1,"military courts"
"8423",-1,"928120",-1,"immigration and border police"
"8430",0,"923130",-1,"social security, workers compensation, unemployment insurance and similar social welfare programs"
"8510",-1,"611110",-1,"preschools, kindergartens, elementary schools, and associated school boards"
"8510",-1,"611691",-1,"adult literacy programs"
"8521",0,"611110",-1,"jr. high schools, high schools, and associated school boards"
"8522",-1,"611110",-1,"technical and vocational high schools"
"8522",-1,"611410",0,
"8522",-1,"611511",0,
"8522",-1,"611512",-1,"except flight training not resulting in type rating (certificate for 747, 757, etc.)"
"8522",-1,"611513",0,
"8522",-1,"611519",0,
"8530",-1,"611210",0,
"8530",-1,"611310",0,
"8541",-1,"611620",0,
"8541",-1,"611699",-1,"yoga instruction, card game instruction (such as bridge)"
"8542",0,"611610",0,
"8549",-1,"611420",0,
"8549",-1,"611430",0,
"8549",-1,"611512",-1,"flight training not resulting in type rating (certificate for 747, 757, etc.)"
"8549",-1,"611630",0,
"8549",-1,"611691",-1,"except adult literacy programs"
"8549",-1,"611692",0,
"8549",-1,"611699",-1,"except yoga instruction and card game instruction"
"8550",0,"611710",0,
"8610",-1,"622110",0,
"8610",-1,"622210",0,
"8610",-1,"622310",0,
"8620",-1,"621111",0,
"8620",-1,"621112",0,
"8620",-1,"621210",0,
"8620",-1,"621410",-1,"except family planning and counseling provided by medical professionals (except doctors) and family planning social services"
"8620",-1,"621420",-1,"except outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
"8620",-1,"621491",0,
"8620",-1,"621493",0,
"8620",-1,"621498",-1,"except nonmedical treatment facilities, biofeedback centers and sleep disorder centers"
"8690",-1,"621310",0,
"8690",-1,"621320",0,
"8690",-1,"621330",0,
"8690",-1,"621340",0,
"8690",-1,"621391",0,
"8690",-1,"621399",0,
"8690",-1,"621410",-1,"medical family planning centers, services by nurses and other medical professionals except doctors"
"8690",-1,"621420",-1,"outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
"8690",-1,"621492",0,
"8690",-1,"621498",-1,"nonmedical treatment facilities, biofeedback centers and sleep disorder centers"
"8690",-1,"621511",0,
"8690",-1,"621512",0,
"8690",-1,"621610",0,
"8690",-1,"621910",0,
"8690",-1,"621991",0,
"8690",-1,"621999",0,
"8710",0,"623110",0,
"8720",-1,"623210",0,
"8720",-1,"623220",0,
"8730",-1,"623311",0,
"8730",-1,"623312",0,
"8790",0,"623990",0,
"8810",0,"624120",0,
"8890",-1,"541990",-1,"consumer credit and debt counseling services"
"8890",-1,"621410",-1,"family planning counseling and services not provided by doctors, nurses, or other medical professionals"
"8890",-1,"624110",0,
"8890",-1,"624190",0,
"8890",-1,"624210",0,
"8890",-1,"624221",0,
"8890",-1,"624229",0,
"8890",-1,"624230",0,
"8890",-1,"624310",0,
"8890",-1,"624410",0,
"9000",-1,"711110",0,
"9000",-1,"711120",0,
"9000",-1,"711130",0,
"9000",-1,"711190",-1,"except carnivals"
"9000",-1,"711310",-1,"arts facilities operators"
"9000",-1,"711320",-1,"arts events organizers without facilities"
"9000",-1,"711510",-1,"except independent photojournalists, restoration services for organs and similar antique instruments, and taxidermists"
"9101",-1,"519120",0,
"9101",-1,"519190",-1,"stock photo libraries and services"
"9102",-1,"712110",0,
"9102",-1,"712120",0,
"9103",-1,"712130",0,
"9103",-1,"712190",0,
"9200",-1,"713210",0,
"9200",-1,"713290",0,
"9200",-1,"721120",-1,"except casino hotels with hotel activities as primary source of receipts"
"9311",-1,"711212",0,
"9311",-1,"711310",-1,"except arts facilities operators, sports promoters with facilities and fair promoters with facilities"
"9311",-1,"713910",0,
"9311",-1,"713940",0,
"9311",-1,"713950",0,
"9312",-1,"711211",0,
"9312",-1,"713990",-1,"recreational sporting teams and clubs (such as little league), hunting guides"
"9319",-1,"711219",0,
"9319",-1,"711310",-1,"sports organizers and promoters with facilities"
"9319",-1,"711320",-1,"except arts events organizers without facilities, fair promoters and organizers without facilities and concert booking agencies"
"9319",-1,"713990",-1,"driving ranges, skeet shooting facilities, billiard rooms, and other miscellaneous sporting facility operation"
"9319",-1,"813990",-1,"sports leagues and regulating bodies"
"9321",0,"713110",0,
"9329",-1,"711190",-1,"carnivals"
"9329",-1,"711310",-1,"fair promoters and organizers with facilities, including agricultural fairs"
"9329",-1,"711320",-1,"concert booking agencies and fair promoters and organizers without facilities, including agricultural fairs"
"9329",-1,"713120",0,
"9329",-1,"713920",-1,"except independent ski lift operators"
"9329",-1,"713930",0,
"9329",-1,"713990",-1,"except driving ranges, skeet shooting facilities, billiard rooms, recreational sporting teams and clubs, hunting guides, and tourist guide services"
"9411",0,"813910",0,
"9412",0,"813920",0,
"9420",0,"813930",0,
"9491",0,"813110",0,
"9492",0,"813940",0,
"9499",-1,"813211",0,
"9499",-1,"813212",0,
"9499",-1,"813219",0,
"9499",-1,"813311",0,
"9499",-1,"813312",0,
"9499",-1,"813319",0,
"9499",-1,"813410",0,
"9499",-1,"813990",-1,"except sports leagues and regulating bodies"
"9511",0,"811212",-1,"except repair of office machines, dictating machines, and digital cameras"
"9512",-1,"811211",-1,"cell phone repair"
"9512",-1,"811213",-1,"except repair of public address equipment and GPS devices"
"9521",-1,"443142",-1,"retailing new and repairing consumer electronics with repair as primary source of receipts"
"9521",-1,"811211",-1,"except camera and cell phone repair"
"9521",-1,"811213",-1,"repair and maintenance of public address equipment"
"9522",-1,"443141",-1,"retailing new electrical appliances combined with repair services, repair as primary source of receipts"
"9522",-1,"444210",-1,"retailing new outdoor power equipment in combination with repair, repair as primary source of receipts"
"9522",-1,"811411",-1,"except repair of hand-held power tools"
"9522",-1,"811412",0,
"9522",-1,"811490",-1,"outboard motor repair"
"9523",-1,"448320",-1,"retailing new luggage and leather goods with repair as primary source of receipts"
"9523",-1,"811430",0,
"9524",-1,"442291",-1,"retailing new blinds and shades in combination with repair, repair as primary source of receipts"
"9524",-1,"811420",0,
"9529",-1,"448310",-1,"retailing new jewelry, clocks, and watches in combination with repair of these items, repair primary source of revenue"
"9529",-1,"451110",-1,"sporting goods stores with primary repair receipts"
"9529",-1,"451140",-1,"retail sale of new musical instruments combined with repair, repair as primary source of receipts"
"9529",-1,"811490",-1,"except gun, bowling alley equipment, boat, animal drawn vehicles, coin-operated games, motorcycle, and outboard motor repair"
"9529",-1,"812990",-1,"baby shoe bronzing"
"9601",-1,"561740",0,
"9601",-1,"812310",0,
"9601",-1,"812320",0,
"9601",-1,"812331",0,
"9601",-1,"812332",0,
"9602",-1,"812111",0,
"9602",-1,"812112",0,
"9602",-1,"812113",0,
"9603",-1,"812210",0,
"9603",-1,"812220",0,
"9609",-1,"812191",0,
"9609",-1,"812199",0,
"9609",-1,"812910",0,
"9609",-1,"812930",-1,"valet parking services"
"9609",-1,"812990",-1,"except baby shoe bronzing and pay telephone concession operators"
"9700",0,"814110",0,
"9810",0,"n/a",-1,"one to many links for ISIC 9810 to all of NAICS based on the goods"
